customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label
TEL-10427,27,1-Year,4G,91.27,480,14,1,0,0
TEL-10428,25,Month-to-Month,4G,80.98,409,14,0,0,0
TEL-10429,62,Month-to-Month,4G,101.23,383,24,1,0,0
TEL-10430,17,Month-to-Month,4G,39.55,335,13,2,0,0
TEL-10431,27,2-Year,4G,66.5,611,19,5,0,0
TEL-10432,42,Month-to-Month,4G,75.36,409,10,0,1,0
TEL-10433,46,1-Year,4G,94.16,564,31,1,0,0
TEL-10434,16,1-Year,4G,68.03,0,79,0,0,1
TEL-10435,2,2-Year,5G,62.71,642,27,1,1,0
TEL-10436,40,Month-to-Month,4G,23.93,644,32,1,0,0
TEL-10437,16,1-Year,5G,50.94,503,35,1,0,0
TEL-10438,48,Month-to-Month,4G,78.39,568,24,0,0,0
TEL-10439,9,1-Year,5G,83.53,412,21,0,0,0
TEL-10440,14,Month-to-Month,5G,89.62,697,29,0,1,0
TEL-10441,4,Month-to-Month,5G,78.27,374,33,0,0,1
TEL-10442,53,Month-to-Month,4G,92.8,411,35,2,0,0
TEL-10443,39,1-Year,4G,109.34,272,19,2,2,0
TEL-10444,51,Month-to-Month,4G,94.07,370,27,7,0,0
TEL-10445,57,Month-to-Month,4G,65.68,607,22,0,4,0
TEL-10446,31,Month-to-Month,4G,24.52,676,25,0,0,1
TEL-10447,30,Month-to-Month,4G,56.68,532,24,6,4,0
TEL-10448,19,Month-to-Month,4G,40.15,387,22,0,0,1
TEL-10449,29,Month-to-Month,4G,42.03,356,28,2,3,0
TEL-10450,7,1-Year,4G,113.26,347,30,1,1,0
TEL-10451,53,2-Year,4G,51.62,487,40,2,0,0
TEL-10452,26,Month-to-Month,4G,114.42,498,29,0,0,0
TEL-10453,31,Month-to-Month,5G,22.1,491,22,3,2,1
TEL-10454,69,Month-to-Month,5G,117.7,465,14,1,2,1
TEL-10455,51,Month-to-Month,4G,40.48,597,36,0,0,0
TEL-10456,25,1-Year,5G,60.51,597,14,2,2,0
TEL-10457,41,Month-to-Month,4G,33.33,378,18,5,0,1
TEL-10458,35,Month-to-Month,5G,77.72,665,21,0,0,0
TEL-10459,31,Month-to-Month,5G,95.03,522,8,3,0,0
TEL-10460,30,Month-to-Month,5G,116.67,422,30,3,0,0
TEL-10461,53,2-Year,4G,26.22,418,37,1,0,0
TEL-10462,52,Month-to-Month,4G,117.33,470,21,3,0,0
TEL-10463,60,Month-to-Month,4G,90.56,340,28,6,1,0
TEL-10464,52,Month-to-Month,4G,80.59,437,27,3,0,0
TEL-10465,10,Month-to-Month,4G,70.97,509,28,1,3,1
TEL-10466,5,Month-to-Month,5G,34.28,252,34,0,0,0
TEL-10467,67,Month-to-Month,4G,93.0,416,26,0,0,0
TEL-10468,66,Month-to-Month,4G,113.76,0,61,1,3,1
TEL-10469,39,1-Year,5G,106.72,488,26,0,0,0
TEL-10470,23,2-Year,5G,58.45,372,8,3,0,0
TEL-10471,49,1-Year,4G,95.06,416,23,0,0,0
TEL-10472,49,1-Year,4G,76.92,535,38,2,0,0
TEL-10473,51,2-Year,4G,115.81,387,15,4,3,0
TEL-10474,20,1-Year,4G,43.03,0,119,0,3,1
TEL-10475,17,Month-to-Month,4G,44.16,673,37,1,0,0
TEL-10476,44,1-Year,4G,88.72,450,40,0,3,0
TEL-10477,13,Month-to-Month,4G,74.48,442,21,0,0,0
TEL-10478,4,Month-to-Month,4G,107.16,284,6,0,1,0
TEL-10479,46,Month-to-Month,4G,104.49,0,111,0,0,1
TEL-10480,22,Month-to-Month,5G,50.41,410,37,1,1,0
TEL-10481,57,1-Year,4G,95.18,250,33,1,0,0
TEL-10482,31,1-Year,4G,43.29,205,27,0,0,0
TEL-10483,11,Month-to-Month,5G,36.36,638,13,0,2,0
TEL-10484,49,,4G,84.64,757,3,0,1,0
TEL-10485,48,Month-to-Month,4G,119.9,457,26,1,0,0
TEL-10486,45,2-Year,4G,94.23,293,38,1,0,0
TEL-10487,53,Month-to-Month,5G,103.5,406,31,2,0,0
TEL-10488,11,Month-to-Month,4G,22.46,662,37,3,4,0
TEL-10489,35,1-Year,4G,85.02,418,27,0,2,0
TEL-10490,61,Month-to-Month,4G,114.69,395,12,5,0,0
TEL-10491,26,1-Year,5G,51.57,552,19,0,0,0
TEL-10492,54,Month-to-Month,4G,93.68,916,28,0,3,1
TEL-10493,63,Month-to-Month,4G,22.5,517,46,1,1,0
TEL-10494,36,1-Year,5G,38.82,672,30,0,0,0
TEL-10495,29,Month-to-Month,4G,93.52,678,46,2,1,0
TEL-10496,27,Month-to-Month,4G,116.27,328,32,0,2,0
TEL-10497,22,1-Year,5G,94.75,0,89,2,0,1
TEL-10498,64,1-Year,5G,69.44,563,22,1,3,0
TEL-10499,11,Month-to-Month,4G,103.27,632,27,5,0,1
TEL-10500,39,Month-to-Month,5G,111.53,574,25,0,1,0
TEL-10501,28,Month-to-Month,5G,72.09,383,27,3,0,0
TEL-10502,53,Month-to-Month,4G,74.5,476,25,0,0,0
TEL-10503,29,Month-to-Month,4G,23.9,645,26,1,2,0
TEL-10504,58,1-Year,5G,88.67,611,21,0,1,0
TEL-10505,5,Month-to-Month,4G,96.21,519,26,2,0,1
TEL-10506,25,2-Year,4G,45.72,717,13,0,2,0
TEL-10507,45,Month-to-Month,4G,77.96,477,20,2,0,1
TEL-10508,32,2-Year,4G,93.44,277,29,3,0,0
TEL-10509,51,Month-to-Month,4G,36.65,449,26,0,0,0
TEL-10510,44,1-Year,4G,81.11,0,116,0,0,1
TEL-10511,58,Month-to-Month,5G,109.1,588,36,0,3,1
TEL-10512,53,,4G,43.65,602,19,0,0,0
TEL-10513,27,2-Year,4G,22.0,324,50,1,0,0
TEL-10514,23,1-Year,4G,58.29,426,17,1,0,0
TEL-10515,18,Month-to-Month,4G,40.43,280,41,10,0,1
TEL-10516,18,1-Year,4G,78.62,291,27,1,0,0
TEL-10517,22,Month-to-Month,4G,109.87,324,26,5,0,1
TEL-10518,51,Month-to-Month,5G,113.26,455,18,0,2,0
TEL-10519,5,Month-to-Month,4G,116.45,473,9,7,0,1
TEL-10520,48,Month-to-Month,4G,42.07,0,90,3,2,1
TEL-10521,64,Month-to-Month,5G,90.24,341,18,12,2,1
TEL-10522,53,1-Year,4G,82.25,351,13,2,2,0
TEL-10523,45,1-Year,4G,87.23,338,40,0,2,0
TEL-10524,69,Month-to-Month,5G,24.99,518,16,1,1,1
TEL-10525,27,Month-to-Month,4G,113.23,651,33,0,0,0
TEL-10526,32,1-Year,4G,41.02,647,22,1,2,0
TEL-10527,22,1-Year,5G,46.62,592,29,0,1,0
TEL-10528,39,1-Year,4G,116.31,0,109,0,0,1
TEL-10529,36,Month-to-Month,5G,29.66,361,16,2,2,0
TEL-10530,29,Month-to-Month,4G,95.89,502,18,3,3,0
TEL-10531,56,Month-to-Month,5G,67.19,681,27,3,0,0
TEL-10532,34,Month-to-Month,5G,53.4,460,24,5,0,1
TEL-10533,16,Month-to-Month,4G,75.17,387,7,6,0,1
TEL-10534,53,1-Year,4G,22.11,714,23,0,0,0
TEL-10535,54,2-Year,4G,38.36,457,40,0,0,0
TEL-10536,63,Month-to-Month,4G,117.65,602,26,1,0,0
TEL-10537,30,Month-to-Month,4G,31.36,588,34,1,0,1
TEL-10538,26,1-Year,4G,51.35,726,41,2,0,0
TEL-10539,11,2-Year,5G,98.32,507,15,1,1,0
TEL-10540,28,Month-to-Month,4G,88.0,597,20,10,1,1
TEL-10541,69,,5G,45.47,113,24,8,0,0
TEL-10542,6,Month-to-Month,5G,72.7,313,30,0,0,0
TEL-10543,44,Month-to-Month,5G,44.11,466,24,0,0,0
TEL-10544,24,,4G,44.34,436,32,0,1,0
TEL-10545,28,Month-to-Month,5G,68.37,655,21,2,2,0
TEL-10546,63,Month-to-Month,4G,57.34,557,23,2,0,0
TEL-10547,25,Month-to-Month,5G,77.86,516,36,0,0,0
TEL-10548,61,2-Year,5G,41.55,608,19,1,0,0
TEL-10549,25,,4G,66.38,424,17,0,0,0
TEL-10550,10,1-Year,4G,67.3,293,28,1,3,1
TEL-10551,2,2-Year,5G,112.84,512,20,1,1,0
TEL-10552,19,1-Year,4G,70.89,475,21,1,0,0
TEL-10553,71,Month-to-Month,5G,91.79,651,15,2,0,1
TEL-10554,46,,4G,58.24,189,18,0,0,0
TEL-10555,9,1-Year,4G,54.22,540,14,0,0,0
TEL-10556,8,Month-to-Month,4G,39.33,482,33,1,0,1
TEL-10557,56,Month-to-Month,4G,36.82,474,14,0,0,0
TEL-10558,22,Month-to-Month,4G,61.41,339,37,14,0,1
TEL-10559,55,Month-to-Month,4G,40.91,825,34,0,2,0
TEL-10560,23,2-Year,4G,113.55,534,37,1,0,0
TEL-10561,37,Month-to-Month,5G,103.32,782,18,2,1,0
TEL-10562,64,1-Year,4G,108.24,551,25,0,2,0
TEL-10563,44,2-Year,4G,40.52,461,25,0,2,0
TEL-10564,35,Month-to-Month,5G,53.63,366,29,2,0,0
TEL-10565,70,1-Year,4G,76.21,0,118,0,0,1
TEL-10566,34,Month-to-Month,4G,116.88,389,27,1,2,0
TEL-10567,61,2-Year,4G,60.57,482,24,0,1,0
TEL-10568,59,Month-to-Month,4G,46.14,459,13,3,0,0
TEL-10569,40,Month-to-Month,5G,79.25,850,24,0,0,0
TEL-10570,12,Month-to-Month,5G,26.58,349,35,0,0,0
TEL-10571,71,Month-to-Month,5G,28.01,458,27,0,2,0
TEL-10572,12,1-Year,4G,23.05,702,35,0,0,0
TEL-10573,37,2-Year,4G,119.86,0,66,1,3,1
TEL-10574,66,2-Year,4G,80.7,577,22,6,0,0
TEL-10575,11,Month-to-Month,4G,53.41,882,34,0,1,0
TEL-10576,53,1-Year,5G,79.36,277,44,2,0,0
TEL-10577,39,Month-to-Month,5G,20.59,532,23,5,0,0
TEL-10578,22,2-Year,5G,61.03,404,27,0,1,0
TEL-10579,48,2-Year,5G,110.91,481,37,1,3,0
TEL-10580,43,Month-to-Month,5G,39.54,529,20,0,1,0
TEL-10581,48,Month-to-Month,4G,72.45,677,34,2,4,1
TEL-10582,36,1-Year,4G,33.84,546,48,2,0,0
TEL-10583,3,Month-to-Month,5G,80.2,416,30,1,0,0
TEL-10584,15,2-Year,4G,106.5,355,22,0,0,0
TEL-10585,1,Month-to-Month,4G,100.84,689,23,0,0,0
TEL-10586,24,1-Year,4G,100.77,299,35,1,0,0
TEL-10587,58,Month-to-Month,4G,60.09,656,16,0,1,0
TEL-10588,26,Month-to-Month,4G,86.19,668,22,0,0,0
TEL-10589,53,Month-to-Month,5G,44.45,396,16,1,0,0
TEL-10590,48,,4G,63.78,386,18,2,0,0
TEL-10591,61,Month-to-Month,4G,74.97,487,39,0,0,0
TEL-10592,66,1-Year,4G,34.28,609,34,2,2,0
TEL-10593,69,1-Year,5G,48.74,227,33,0,0,0
TEL-10594,49,2-Year,4G,79.82,402,29,7,0,0
TEL-10595,28,Month-to-Month,4G,100.67,518,22,3,0,1
TEL-10596,21,Month-to-Month,4G,70.31,670,18,4,3,0
TEL-10597,65,1-Year,4G,30.66,334,36,0,4,0
TEL-10598,61,Month-to-Month,4G,63.33,596,36,1,0,0
TEL-10599,2,Month-to-Month,5G,33.09,564,35,1,0,0
TEL-10600,66,Month-to-Month,5G,71.76,614,23,0,0,0
TEL-10601,43,Month-to-Month,4G,116.8,300,6,1,0,0
TEL-10602,63,1-Year,4G,70.82,286,42,0,2,0
TEL-10603,66,1-Year,4G,77.81,500,33,0,1,0
TEL-10604,40,Month-to-Month,4G,90.42,510,20,3,0,0
TEL-10605,41,Month-to-Month,4G,110.08,0,77,1,2,1
TEL-10606,8,Month-to-Month,4G,84.34,603,21,3,0,0
TEL-10607,52,Month-to-Month,4G,57.94,532,35,1,3,1
TEL-10608,4,1-Year,4G,84.92,646,41,0,0,0
TEL-10609,58,2-Year,4G,76.93,0,74,0,0,1
TEL-10610,13,1-Year,4G,91.09,547,25,0,0,0
TEL-10611,49,Month-to-Month,4G,73.13,579,26,2,0,1
TEL-10612,46,1-Year,4G,77.71,647,31,0,0,0
TEL-10613,33,1-Year,4G,113.48,544,30,0,0,0
TEL-10614,15,,5G,54.88,371,32,4,0,0
TEL-10615,5,Month-to-Month,4G,96.68,314,12,1,0,1
TEL-10616,39,Month-to-Month,5G,80.67,612,19,0,2,0
TEL-10617,24,1-Year,4G,35.22,315,37,1,0,0
TEL-10618,25,Month-to-Month,4G,98.4,746,16,0,3,1
TEL-10619,25,,4G,64.76,420,36,1,0,0
TEL-10620,16,Month-to-Month,4G,21.52,424,10,2,0,0
TEL-10621,23,2-Year,4G,82.32,501,19,0,0,0
TEL-10622,13,Month-to-Month,5G,68.42,677,43,0,0,1
TEL-10623,63,Month-to-Month,4G,52.01,567,37,0,3,1
TEL-10624,7,Month-to-Month,4G,22.82,572,24,1,1,0
TEL-10625,68,Month-to-Month,5G,52.69,540,24,1,1,0
TEL-10626,71,Month-to-Month,4G,111.16,695,53,2,0,0
TEL-10627,35,1-Year,5G,33.26,388,36,5,1,0
TEL-10628,28,1-Year,5G,116.24,452,33,3,0,0
TEL-10629,51,1-Year,4G,91.11,247,25,0,0,0
TEL-10630,28,Month-to-Month,4G,85.26,162,18,0,4,1
TEL-10631,2,Month-to-Month,4G,57.99,874,28,1,0,0
TEL-10632,41,1-Year,4G,42.46,243,25,2,1,0
TEL-10633,71,Month-to-Month,4G,96.03,595,26,4,2,1
TEL-10634,17,Month-to-Month,4G,113.77,418,24,0,2,0
TEL-10635,33,2-Year,4G,64.24,508,21,0,0,0
TEL-10636,64,Month-to-Month,5G,22.24,742,36,3,0,0
TEL-10637,50,Month-to-Month,4G,112.94,300,44,0,4,0
TEL-10638,70,Month-to-Month,5G,20.04,432,15,1,0,0
TEL-10639,30,Month-to-Month,4G,63.16,438,29,0,2,0
TEL-10640,56,2-Year,5G,104.25,442,30,0,0,0
TEL-10641,2,Month-to-Month,4G,100.16,285,37,0,1,1
TEL-10642,50,1-Year,4G,35.15,725,24,0,0,0
TEL-10643,17,Month-to-Month,4G,80.77,301,23,3,1,0
TEL-10644,53,Month-to-Month,4G,28.07,693,28,0,0,1
TEL-10645,27,1-Year,5G,52.93,499,22,1,0,0
TEL-10646,28,Month-to-Month,5G,65.38,676,29,1,0,0
TEL-10647,43,2-Year,4G,62.25,342,19,0,0,0
TEL-10648,61,Month-to-Month,5G,76.12,332,39,0,4,0
TEL-10649,47,Month-to-Month,5G,76.0,616,33,0,0,0
TEL-10650,69,Month-to-Month,4G,78.51,323,63,0,0,1
TEL-10651,52,Month-to-Month,4G,74.34,361,22,0,1,1
TEL-10652,4,Month-to-Month,4G,72.71,550,34,0,0,0
TEL-10653,29,1-Year,4G,20.54,459,43,2,3,0
TEL-10654,26,Month-to-Month,5G,63.71,600,12,4,4,0
TEL-10655,57,Month-to-Month,4G,24.01,519,37,4,2,0
TEL-10656,31,Month-to-Month,4G,71.27,489,2,2,0,0
TEL-10657,13,Month-to-Month,4G,87.87,575,27,1,2,1
TEL-10658,56,Month-to-Month,5G,80.36,666,28,6,0,0
TEL-10659,1,1-Year,4G,61.5,649,11,5,2,0
TEL-10660,62,,4G,53.77,742,31,3,0,0
TEL-10661,24,2-Year,5G,104.6,254,22,0,2,0
TEL-10662,42,Month-to-Month,4G,103.08,603,24,2,0,0
TEL-10663,3,Month-to-Month,5G,30.53,503,55,3,0,0
TEL-10664,37,Month-to-Month,4G,31.34,500,46,4,3,1
TEL-10665,56,,4G,34.81,543,15,2,3,0
TEL-10666,17,Month-to-Month,4G,68.92,303,22,3,1,0
TEL-10667,65,2-Year,5G,119.02,350,33,1,3,0
TEL-10668,7,1-Year,4G,80.25,596,24,3,0,1
TEL-10669,13,2-Year,5G,106.1,323,30,2,0,0
TEL-10670,45,2-Year,5G,80.32,0,84,0,1,1
TEL-10671,61,Month-to-Month,4G,95.6,0,118,1,1,1
TEL-10672,12,1-Year,5G,91.63,458,48,2,0,0
TEL-10673,66,Month-to-Month,4G,103.58,718,23,0,0,0
TEL-10674,5,2-Year,4G,27.36,848,34,1,0,0
TEL-10675,65,Month-to-Month,4G,76.95,403,32,4,0,1
TEL-10676,33,2-Year,4G,30.0,0,89,2,1,1
TEL-10677,60,1-Year,4G,47.95,406,29,0,1,0
TEL-10678,32,Month-to-Month,4G,94.82,475,19,5,0,0
TEL-10679,70,,5G,76.39,765,29,1,0,0
TEL-10680,66,2-Year,4G,37.13,369,38,2,0,0
TEL-10681,61,Month-to-Month,5G,80.27,455,28,0,0,0
TEL-10682,57,Month-to-Month,5G,84.8,442,7,3,0,0
TEL-10683,45,1-Year,5G,71.82,427,27,4,0,0
TEL-10684,1,2-Year,4G,59.2,598,29,0,0,0
TEL-10685,24,Month-to-Month,4G,65.39,317,39,0,4,1
TEL-10686,60,Month-to-Month,4G,68.12,178,21,1,1,0
TEL-10687,71,2-Year,4G,92.76,670,26,5,0,0
TEL-10688,38,Month-to-Month,4G,72.82,333,34,4,2,0
TEL-10689,56,1-Year,4G,102.07,668,31,1,0,0
TEL-10690,37,1-Year,4G,62.11,285,23,0,0,0
TEL-10691,6,,4G,57.46,457,15,8,0,0
TEL-10692,17,1-Year,4G,73.55,808,33,0,1,1
TEL-10693,31,Month-to-Month,5G,69.42,391,42,5,0,0
TEL-10694,35,Month-to-Month,5G,104.88,486,46,0,2,0
TEL-10695,25,1-Year,4G,101.11,680,36,1,1,0
TEL-10696,71,Month-to-Month,4G,91.21,409,32,3,1,0
TEL-10697,29,Month-to-Month,4G,119.82,793,36,0,0,0
TEL-10698,2,1-Year,4G,115.02,522,21,0,2,0
TEL-10699,62,1-Year,4G,107.89,383,24,1,0,0
TEL-10700,26,,4G,43.4,469,24,0,0,0
TEL-10701,54,Month-to-Month,4G,40.03,599,17,0,0,0
TEL-10702,41,1-Year,5G,88.69,530,35,1,3,0
TEL-10703,11,1-Year,5G,29.58,518,35,0,1,0
TEL-10704,4,,5G,104.3,580,3,1,0,0
TEL-10705,23,1-Year,4G,104.18,441,41,0,0,0
TEL-10706,63,1-Year,4G,105.1,390,36,3,0,0
TEL-10707,33,2-Year,4G,30.08,478,26,6,1,0
TEL-10708,39,Month-to-Month,4G,83.18,498,24,0,0,0
TEL-10709,41,1-Year,4G,45.0,708,45,0,0,0
TEL-10710,48,Month-to-Month,4G,73.05,666,25,0,0,0
TEL-10711,3,Month-to-Month,4G,28.3,461,14,1,2,0
TEL-10712,71,Month-to-Month,5G,116.23,298,24,1,1,0
TEL-10713,68,,4G,48.05,364,36,0,0,0
TEL-10714,30,1-Year,4G,32.69,610,20,1,4,0
TEL-10715,22,Month-to-Month,5G,60.41,466,37,1,0,0
TEL-10716,59,Month-to-Month,5G,73.42,585,19,0,0,0
TEL-10717,47,Month-to-Month,4G,29.13,729,40,0,0,0
TEL-10718,25,Month-to-Month,4G,106.83,399,16,9,0,1
TEL-10719,50,Month-to-Month,4G,53.5,422,15,0,1,0
TEL-10720,18,Month-to-Month,4G,31.09,711,23,1,3,1
TEL-10721,29,2-Year,5G,75.78,519,4,1,0,0
TEL-10722,35,Month-to-Month,4G,54.19,0,83,7,1,1
TEL-10723,32,1-Year,4G,45.33,677,15,2,0,0
TEL-10724,28,Month-to-Month,4G,117.85,659,25,0,4,0
TEL-10725,48,Month-to-Month,5G,23.47,634,11,1,0,0
TEL-10726,48,Month-to-Month,4G,36.35,322,32,0,0,0
TEL-10727,42,Month-to-Month,5G,27.45,575,28,2,0,0
TEL-10728,2,1-Year,4G,40.78,497,23,1,0,0
TEL-10729,31,1-Year,5G,99.36,507,28,2,2,0
TEL-10730,63,Month-to-Month,4G,69.5,559,20,0,0,1
TEL-10731,62,2-Year,5G,37.71,345,26,1,0,0
TEL-10732,48,1-Year,4G,75.45,0,66,6,1,1
TEL-10733,12,Month-to-Month,5G,103.34,616,24,1,0,0
TEL-10734,4,Month-to-Month,4G,96.36,714,25,1,0,1
TEL-10735,30,Month-to-Month,5G,49.38,500,10,0,0,0
TEL-10736,22,1-Year,4G,117.55,645,10,0,1,0
TEL-10737,40,1-Year,5G,64.99,615,27,1,0,0
TEL-10738,38,,4G,72.33,610,35,6,2,1
TEL-10739,26,Month-to-Month,4G,21.15,440,20,0,4,1
TEL-10740,40,Month-to-Month,4G,69.72,304,24,0,1,0
TEL-10741,61,Month-to-Month,4G,78.77,339,20,0,2,0
TEL-10742,58,2-Year,5G,58.2,483,30,6,3,1
TEL-10743,27,Month-to-Month,4G,81.14,641,39,1,1,1
TEL-10744,36,Month-to-Month,4G,92.06,459,29,1,0,1
TEL-10745,27,Month-to-Month,5G,48.76,378,9,0,0,0
TEL-10746,59,2-Year,4G,98.7,453,19,6,3,0
TEL-10747,57,Month-to-Month,4G,68.34,380,14,0,0,0
TEL-10748,4,Month-to-Month,4G,59.17,551,28,0,0,0
TEL-10749,14,Month-to-Month,4G,108.76,657,27,1,1,0
TEL-10750,46,Month-to-Month,5G,104.57,482,31,0,0,0
TEL-10751,53,Month-to-Month,4G,61.94,399,37,0,0,0
TEL-10752,2,Month-to-Month,4G,48.07,678,15,0,0,1
TEL-10753,17,Month-to-Month,4G,67.03,0,63,1,1,1
TEL-10754,37,1-Year,4G,26.63,313,10,0,0,0
TEL-10755,56,Month-to-Month,4G,84.03,467,37,4,4,1
TEL-10756,15,2-Year,4G,84.4,535,28,2,2,0
TEL-10757,22,Month-to-Month,4G,109.46,559,28,3,0,0
TEL-10758,4,Month-to-Month,4G,46.5,147,44,1,0,0
TEL-10759,44,Month-to-Month,4G,78.39,374,6,1,0,1
TEL-10760,8,Month-to-Month,4G,116.1,486,28,0,0,0
TEL-10761,31,,4G,34.37,544,46,0,0,0
TEL-10762,4,Month-to-Month,4G,84.85,632,12,1,0,0
TEL-10763,67,,4G,26.32,475,36,1,0,0
TEL-10764,64,1-Year,5G,70.32,522,25,3,0,0
TEL-10765,37,1-Year,4G,110.07,580,37,2,1,0
TEL-10766,60,1-Year,4G,62.47,555,23,1,4,0
TEL-10767,35,Month-to-Month,4G,61.88,405,27,1,0,1
TEL-10768,64,Month-to-Month,4G,45.14,0,80,0,0,1
TEL-10769,22,Month-to-Month,4G,27.01,633,28,3,0,1
TEL-10770,46,Month-to-Month,4G,97.29,364,23,3,0,0
TEL-10771,53,Month-to-Month,5G,31.36,538,27,1,1,0
TEL-10772,1,,4G,35.78,493,43,0,0,0
TEL-10773,41,Month-to-Month,4G,24.05,462,24,1,2,1
TEL-10774,32,Month-to-Month,4G,65.96,595,14,0,3,0
TEL-10775,53,Month-to-Month,4G,54.3,739,21,1,3,1
TEL-10776,13,2-Year,4G,105.36,574,24,0,1,0
TEL-10777,13,Month-to-Month,5G,22.9,471,47,0,0,1
TEL-10778,46,Month-to-Month,5G,81.56,734,8,2,0,0
TEL-10779,59,Month-to-Month,5G,35.38,561,23,5,3,0
TEL-10780,15,Month-to-Month,4G,59.93,439,15,0,2,1
TEL-10781,21,Month-to-Month,5G,114.34,607,25,3,1,0
TEL-10782,26,1-Year,4G,62.81,462,30,7,1,0
TEL-10783,38,1-Year,4G,92.15,438,37,0,0,0
TEL-10784,8,Month-to-Month,5G,109.35,264,18,1,0,0
TEL-10785,13,2-Year,5G,44.58,255,33,3,0,0
TEL-10786,50,1-Year,5G,54.09,407,33,2,1,0
TEL-10787,22,Month-to-Month,4G,26.68,535,18,0,0,0
TEL-10788,28,1-Year,4G,46.24,615,35,1,1,0
TEL-10789,35,1-Year,4G,45.22,410,16,1,0,0
TEL-10790,37,Month-to-Month,5G,24.12,624,17,3,0,0
TEL-10791,17,Month-to-Month,5G,28.39,311,36,4,0,0
TEL-10792,7,Month-to-Month,4G,32.51,555,12,0,0,0
TEL-10793,30,1-Year,5G,51.63,428,27,1,0,0
TEL-10794,40,Month-to-Month,4G,77.55,392,21,0,3,0
TEL-10795,66,Month-to-Month,4G,47.61,471,34,3,0,0
TEL-10796,12,1-Year,5G,96.33,368,34,0,0,0
TEL-10797,5,Month-to-Month,4G,100.25,482,23,0,0,0
TEL-10798,57,Month-to-Month,4G,28.62,474,34,1,1,0
TEL-10799,65,Month-to-Month,4G,63.28,0,86,2,2,1
TEL-10800,8,1-Year,5G,75.06,410,13,1,2,0
TEL-10801,55,Month-to-Month,4G,115.06,621,19,1,0,0
TEL-10802,18,Month-to-Month,4G,113.88,856,36,0,0,0
TEL-10803,42,Month-to-Month,5G,69.72,498,16,0,0,0
TEL-10804,18,Month-to-Month,5G,113.33,331,21,1,0,0
TEL-10805,24,Month-to-Month,4G,23.19,471,24,0,0,0
TEL-10806,31,,4G,36.73,580,18,1,4,0
TEL-10807,63,1-Year,4G,113.39,565,32,0,1,0
TEL-10808,14,2-Year,4G,107.52,118,31,0,1,0
TEL-10809,51,Month-to-Month,5G,22.35,565,7,4,2,1
TEL-10810,54,Month-to-Month,4G,65.14,1033,30,1,0,1
TEL-10811,40,Month-to-Month,4G,21.89,498,18,2,0,0
TEL-10812,60,Month-to-Month,5G,38.89,538,10,3,0,0
TEL-10813,38,1-Year,5G,36.91,431,31,1,0,0
TEL-10814,5,Month-to-Month,4G,115.73,340,21,2,1,1
TEL-10815,48,1-Year,5G,74.12,595,26,2,0,0
TEL-10816,13,1-Year,4G,74.88,855,41,5,3,0
TEL-10817,31,Month-to-Month,4G,45.86,423,26,0,1,0
TEL-10818,11,Month-to-Month,4G,75.5,531,36,1,1,0
TEL-10819,5,1-Year,4G,62.87,386,34,0,2,0
TEL-10820,57,Month-to-Month,5G,56.91,379,33,1,1,0
TEL-10821,48,Month-to-Month,4G,119.84,585,31,2,2,1
TEL-10822,58,Month-to-Month,4G,71.32,314,31,2,0,1
TEL-10823,50,Month-to-Month,4G,73.13,585,33,1,1,1
TEL-10824,43,Month-to-Month,4G,85.39,424,29,4,2,0
TEL-10825,57,Month-to-Month,5G,92.7,497,25,1,0,0
TEL-10826,21,Month-to-Month,4G,25.43,381,29,2,0,1
TEL-10827,6,1-Year,5G,71.75,513,35,1,0,0
TEL-10828,58,Month-to-Month,5G,25.95,551,26,0,1,0
TEL-10829,54,1-Year,4G,91.52,407,14,1,0,0
TEL-10830,40,Month-to-Month,4G,48.3,203,19,0,1,0
TEL-10831,36,Month-to-Month,4G,93.56,704,27,6,3,0
TEL-10832,62,Month-to-Month,4G,36.87,628,11,2,0,1
TEL-10833,48,1-Year,4G,109.93,503,5,0,0,0
TEL-10834,39,Month-to-Month,4G,66.47,380,30,6,4,1
TEL-10835,67,Month-to-Month,4G,36.03,761,52,0,1,0
TEL-10836,62,1-Year,4G,45.42,579,27,3,0,0
TEL-10837,34,Month-to-Month,4G,27.83,472,33,3,0,0
TEL-10838,36,Month-to-Month,4G,54.59,0,101,0,0,1
TEL-10839,18,Month-to-Month,5G,51.0,298,36,1,1,0
TEL-10840,33,Month-to-Month,4G,63.92,494,40,0,2,1
TEL-10841,47,Month-to-Month,5G,94.28,554,10,0,0,0
TEL-10842,40,Month-to-Month,4G,85.98,276,25,2,1,1
TEL-10843,9,Month-to-Month,4G,72.0,0,111,1,0,1
TEL-10844,28,1-Year,4G,64.95,344,38,0,3,0
TEL-10845,32,2-Year,4G,53.03,649,30,0,0,0
TEL-10846,67,1-Year,4G,100.08,527,35,3,1,0
TEL-10847,35,Month-to-Month,4G,73.08,303,31,0,0,0
TEL-10848,39,Month-to-Month,5G,84.17,537,40,0,0,1
TEL-10849,60,Month-to-Month,4G,59.27,577,54,2,1,0
TEL-10850,20,Month-to-Month,4G,52.89,433,28,0,2,0
TEL-10851,24,Month-to-Month,4G,116.72,192,16,3,0,0
TEL-10852,33,Month-to-Month,5G,39.97,809,28,4,0,0
TEL-10853,9,Month-to-Month,4G,84.77,333,25,1,0,0
